headline,description,date
Why Mar­vel’s Mossad su­per­heroine Sabra is all kinds of wrong,It cloaks Is­rael’s state sav­agery against Pales­tini­ans in a cape and un­does Mar­vel’s move to­wards hu­mane sto­ries.,23-09-2022
The long search for a daugh­ter in the wake of Sabra and Shati­la,Sur­vivors of one of the worst mas­sacres in Pales­tin­ian his­to­ry re­count the hor­ror of the events.,23-09-2022
PM Truss weighs UK em­bassy move in Is­rael to Jerusalem,Me­dia re­ports say Truss in­formed Is­raeli PM Yair Lapid at the Unit­ed Na­tions she is con­sid­er­ing the em­bassy shift.,22-09-2022
What is­sues did Mid­dle East lead­ers raise in UNGA ad­dress?,"Mid­dle East lead­ers at UNGA ex­press con­cerns about Ukraine war, Is­rael’s oc­cu­pa­tion of Pales­tine and Iran nu­clear deal.",21-09-2022
Joint in­ves­ti­ga­tion finds Abu Ak­leh’s killing ‘de­lib­er­ate’,A joint probe by Foren­sic Ar­chi­tec­ture and Al-Haq un­cov­ers ev­i­dence that an Is­raeli sniper re­peat­ed­ly shot at Abu Ak­leh.,20-09-2022
Pales­tin­ian schools in Jerusalem strike over Is­rael-im­posed books,Hun­dreds of Pales­tin­ian schools strike in protest at Is­raeli ef­forts to cen­sor Pales­tin­ian text­books.,19-09-2022
Sabra and Shati­la mas­sacre: What hap­pened in Lebanon in 1982?,"Is­raeli-backed Pha­lange mili­tia killed be­tween 2,000 and 3,500 Pales­tin­ian refugees and Lebanese civil­ians in two days.",16-09-2022
Shireen Abu Ak­leh: Key US sen­a­tor de­mands an­swers on killing,Patrick Leahy sug­gests US as­sis­tance to Is­rael could be re­strict­ed to en­sure ac­count­abil­i­ty for jour­nal­ist’s killing.,15-09-2022
Is­raeli forces kill Pales­tin­ian teenag­er in oc­cu­pied West Bank,"Odai Trad Salah, aged 17, was shot in the head by Is­raeli forces in the vil­lage of Kufr Dan near Jenin.",15-09-2022
"Two Pales­tini­ans, one Is­raeli sol­dier killed in Jenin shoot-out","Ah­mad Abed and Ab­dul Rah­man Abed, along with an un­named Is­raeli sol­dier, were killed near a mil­i­tary check­point.",14-09-2022
Pales­tin­ian pris­on­er suf­fer­ing from can­cer ‘in his last days’,"Calls for the re­lease of Nass­er Abu Hmaid are in­creas­ing, but Is­raeli au­thor­i­ties have trans­ferred him back to prison.",13-09-2022
Mo is the in­spi­ra­tion Pales­tin­ian cin­e­ma needs,"At a time when Is­rael’s dis­course dom­i­nates West­ern films and TV shows, Mo tries to re­claim a lost cul­tur­al iden­ti­ty.",13-09-2022
The oc­cu­pied West Bank cities at cen­tre of re­sis­tance to Is­rael,Al Jazeera looks at the turn to­wards more or­gan­ised Pales­tin­ian armed re­sis­tance in the cities of Jenin and Nablus.,13-09-2022
Is­raeli forces kill Pales­tin­ian youth near Ra­mal­lah in West Bank,Is­raeli army ac­cus­es man of at­tack­ing sol­dier at a mil­i­tary check­point con­trol­ling Ra­mal­lah’s north­ern en­trance.,08-09-2022
Is­raeli PM op­pos­es pros­e­cut­ing sol­dier who like­ly shot Abu Ak­leh,"Sol­diers have ‘full back­ing’ of Is­raeli gov­ern­ment,’ Yair Lapid says re­gard­ing the killing of Al Jazeera jour­nal­ist.",07-09-2022
Is­raeli forces kill Pales­tin­ian in lat­est oc­cu­pied West Bank raid,"You­nis Ghas­san Tayeh, 20, was killed by the Is­raeli army dur­ing a raid on the al-Faraa refugee camp near Tubas.",07-09-2022
Shireen Abu Ak­leh: How Biden team re­de­fined ‘ac­count­abil­i­ty’,Abu Ak­leh’s niece says Wash­ing­ton’s push to turn the page on the killing of the Al Jazeera jour­nal­ist is ’em­bar­rass­ing’.,06-09-2022
Can there be ac­count­abil­i­ty for Shireen Abu Ak­leh’s killing?,Is­raeli mil­i­tary re­port says its sol­diers may have ‘ac­ci­den­tal­ly’ killed Al Jazeera jour­nal­ist. ,06-09-2022
Is­rael’s shift­ing nar­ra­tives on the killing of Shireen Abu Ak­leh,Is­rael has now con­clud­ed that it is ‘high­ly pos­si­ble’ one of its sol­diers killed Shireen Abu Ak­leh.,06-09-2022
Large Is­raeli raid in Jenin leaves one Pales­tin­ian dead,"Mo­ham­mad Sabaaneh, 29, was killed dur­ing a mil­i­tary raid on Jenin city in the oc­cu­pied West Bank.",06-09-2022
Al Jazeera de­nounces Is­raeli probe find­ings in Abu Ak­leh killing,The net­work has de­cried Is­rael’s at­tempt to ‘evade crim­i­nal re­spon­si­bil­i­ty’ for the killing of Shireen Abu Ak­leh.,05-09-2022
Is­raeli in­quiry into Shireen Abu Ak­leh killing draws con­dem­na­tion,"Pales­tin­ian of­fi­cials, hu­man rights ad­vo­cates, and the fam­i­ly of Al Jazeera jour­nal­ist slam find­ings of Is­raeli in­quiry.",05-09-2022
Is­rael’s war on love,Apartheid Is­rael can­not but wage war on all things Pales­tin­ian – even ro­mance.,05-09-2022
"Ger­many, Is­rael mark 50 years since 1972 Mu­nich Olympics at­tacks","Eleven mem­bers of the Is­raeli Olympic team, five Pales­tin­ian at­tack­ers and a po­lice­man died in the in­ci­dent.",05-09-2022
Jus­tice for Shireen: The Amer­i­can in­ves­ti­ga­tion – Part 2,Can the US gov­ern­ment hold Is­rael ac­count­able for the killing of Shireen Abu Ak­leh?,05-09-2022
Break­ing down Is­rael’s reg­u­la­tions on for­eign­ers in the West Bank,Is­rael has de­layed im­ple­men­ta­tion of re­vised re­stric­tions on for­eign­ers en­ter­ing the oc­cu­pied West Bank af­ter back­lash.,05-09-2022
Is­rael says ‘high pos­si­bil­i­ty’ its army killed Shireen Abu Ak­leh,Is­rael says it will not launch a crim­i­nal probe into the killing of Al Jazeera jour­nal­ist who was shot in the head.,05-09-2022
Is­rael ex­tends de­ten­tion of Pales­tin­ian French rights lawyer,"Salah Ham­mouri, 37, has been held by Is­rael with­out tri­al or charge since March based on ‘se­cret ev­i­dence’.",05-09-2022
"Is­rael de­lays, amends new re­stric­tions on for­eign­ers in West Bank",Up­dat­ed text re­moves the con­di­tion that for­eign vis­i­tors in­form Is­rael about re­la­tion­ships with Pales­tini­ans.,05-09-2022
Is­raeli forces kill Pales­tin­ian teenag­er in oc­cu­pied West Bank,"Taher Mo­ham­mad Za­karneh, 19, was shot by Is­raeli forces dur­ing a raid near the north­ern West Bank city of Jenin.",05-09-2022
Six Is­raeli sol­diers wound­ed in bus shoot­ing at­tack in West Bank,The in­ci­dent took place just days af­ter the Is­raeli army killed two Pales­tini­ans dur­ing raids in the West Bank.,04-09-2022
"Hamas ex­e­cutes five Pales­tini­ans in Gaza, two for Is­rael ties",Two men were ex­e­cut­ed for ‘col­lab­o­ra­tion with Is­rael’ while three oth­ers were con­vict­ed of mur­der.,04-09-2022
Is­raeli forces kill Pales­tin­ian man af­ter al­leged stab­bing at­tack,Is­raeli troops opened fire at the man in Beit Ei­n­un in the north­east of He­bron in the oc­cu­pied West Bank.,02-09-2022
Jus­tice for Shireen: The Is­raeli in­ves­ti­ga­tion – Part 1,Wit­ness­es de­scribe what they saw on the day Shireen Abu Ak­leh was killed and why Is­rael’s in­ves­ti­ga­tion is wrong.,02-09-2022
Shireen Abu Ak­leh’s niece de­cries lack of US ac­tion for jus­tice,Lina Abu Ak­leh says Biden’s re­sponse to killing of Pales­tin­ian-Amer­i­can jour­nal­ist is ‘dis­ap­point­ing and frus­trat­ing’.,01-09-2022
Is­raeli court re­fus­es to re­lease pris­on­er Ah­mad Man­as­ra,"Man­as­ra’s lawyers asked for his re­lease cit­ing his men­tal health con­di­tion, but the ap­peal was re­ject­ed.",01-09-2022
Is­raeli forces kill two Pales­tini­ans in oc­cu­pied West Bank,"Samer Khaled, 25, and Yazan Af­faneh, 26, were killed by the Is­raeli army in Nablus and Ra­mal­lah on Thurs­day morn­ing.",01-09-2022
‘We will bring jus­tice’: US press club ho­n­ours Shireen Abu Ak­leh,Shireen Abu Ak­leh re­ceives posthu­mous award from Na­tion­al Press Club amid calls for in­de­pen­dent probe into her killing.,01-09-2022
Pales­tin­ian pris­on­er ends hunger strike fol­low­ing re­lease deal,Khalil Awawdeh who was held with­out charge or tri­al sus­pends hunger strike and ex­pect­ed to be re­leased in Oc­to­ber.,31-08-2022
Is­rael sen­tences Gaza aid work­er to six more years in prison,"Mo­ham­mad al-Ha­l­abi, for­mer Gaza chief for World Vi­sion, was sen­tenced af­ter al­ready serv­ing six years be­hind bars.",30-08-2022
EU calls for re­lease of Pales­tin­ian hunger strik­er Awawdeh,"Khalil Awawdeh, 40, is near­ing six months of a hunger strike against his de­ten­tion by Is­rael with­out tri­al or charge.",29-08-2022
I tracked down the house Is­rael stole from my grand­fa­ther,It feels per­son­al when I hear that the US em­bassy in Jerusalem will be built on land stolen from Pales­tini­ans.,28-08-2022
Is­rael drops pros­e­cu­tion of Jew­ish set­tler who killed Pales­tin­ian,Ali Has­san Harb was stabbed and killed by an Is­raeli set­tler while on his fam­i­ly’s land near Sal­fit in the West Bank.,26-08-2022
Khalil Awawdeh: Pales­tin­ian who was on a 172-day hunger strike,Pales­tin­ian pris­on­er Khalil Awawdeh was on a hunger strike de­mand­ing Is­rael end his con­tin­ued de­ten­tion with­out charge.,26-08-2022
"A Pales­tin­ian moth­er on hunger strike for her son, held by the PA","Ah­mad Hreish, 28, has been held for the past 81 days with­out tri­al by the Pales­tin­ian Au­thor­i­ty.",25-08-2022
Er­do­gan says warm­ing Is­rael ties won’t weak­en Pales­tine sup­port,Er­do­gan’s re­marks come a week af­ter Turkey and Is­rael an­nounced a joint de­ci­sion to es­tab­lish diplo­mat­ic ties.,23-08-2022
Is­rael court de­nies re­lease of Pales­tin­ian hunger strik­er,Le­gal ob­servers say the Is­raeli Supreme Court has ef­fec­tive­ly hand­ed Khalil Awawdeh a ‘death sen­tence’.,22-08-2022
US court re­jects Ben & Jer­ry’s push to block sales in West Bank,Judge says com­pa­ny did not show sales of its ice cream in oc­cu­pied Pales­tin­ian ter­ri­to­ries caused ‘ir­repara­ble harm’.,22-08-2022
Pales­tini­ans fly to Cyprus in Is­raeli air­port pi­lot pro­gramme,Crit­ics say flights do lit­tle to make it eas­i­er for Pales­tini­ans liv­ing in ter­ri­to­ries oc­cu­pied by Is­rael to trav­el.,22-08-2022
‘I lost my fi­ance’: Is­raeli as­sault ends wed­ding plans in Gaza,"Wed­dings are one of the few av­enues for joy in Gaza, but Is­rael’s three-day at­tack led to deaths and de­lays.",20-08-2022
Is­raeli forces kill Pales­tin­ian man in oc­cu­pied West Bank vil­lage,"Salah Taw­fiq Sawaf­ta, 58, was shot in the head dur­ing an Is­raeli army raid on the vil­lage of Tubas.",19-08-2022
‘Not go­ing any­where’: The Pales­tin­ian NGOs shut down by Is­rael,"Is­rael shut down sev­en Pales­tin­ian NGOs on Thurs­day, but they’ve de­fi­ant­ly said they will con­tin­ue to op­er­ate.",19-08-2022
Al Jazeera com­mem­o­rates 100 days since Abu Ak­leh’s killing,Vig­ils held at Al Jazeera Me­dia Net­work of­fices for vet­er­an jour­nal­ist amid calls for ac­count­abil­i­ty over her shoot­ing.,18-08-2022
"The Pales­tin­ian mis­use, and Zion­ist abuse, of the Holo­caust","Both sides are guilty of in­vok­ing the Holo­caust, but the Pales­tini­ans do it de­fen­sive­ly, the Is­raelis of­fen­sive­ly.",18-08-2022
100 days af­ter Shireen’s killing: Is­rael gets away with it again,"It’s so un­for­tu­nate to imag­ine that your blood, your killing is not go­ing to mat­ter. ",18-08-2022
"Abu Ak­leh killing: 100 days on, fam­i­ly still fight­ing for jus­tice","Ab­sence of a US in­ves­ti­ga­tion into Pales­tin­ian Amer­i­can re­porter’s killing shows ‘lack of ac­count­abil­i­ty’, says fam­i­ly.",18-08-2022
"Is­rael shuts down NGOs, kills Pales­tin­ian in oc­cu­pied West Bank",Is­raeli forces shot dead a Pales­tin­ian man in Nablus and shut down the of­fices of sev­en civ­il so­ci­ety or­gan­i­sa­tions.,18-08-2022
In­fo­graph­ic: How jour­nal­ist Shireen Abu Ak­leh has been ho­n­oured,The vet­er­an Al Jazeera re­porter was killed by Is­raeli forces in the oc­cu­pied West Bank on May 11.,18-08-2022
Pales­tin­ian gen­er­al dis­cuss­es po­ten­tial co­op­er­a­tion in Moscow,Rus­sia says Deputy Min­is­ter of De­fence Alexan­der Fomin held talks with the PA’s Ma­jor Gen­er­al Nidal Abu Dukhan.,17-08-2022
Pales­tin­ian hunger strik­er will ap­peal to Is­rael’s Supreme Court,Pales­tin­ian pris­on­er Khalil Awawdeh con­tin­ues a 165-day hunger strike against his de­ten­tion with­out charge or tri­al.,16-08-2022
‘Slow ex­e­cu­tion’: Is­rael ex­tends Ah­mad Man­as­ra’s prison iso­la­tion,"Is­raeli court ex­tends soli­tary con­fine­ment of Pales­tin­ian pris­on­er Ah­mad Man­as­ra, who suf­fers men­tal health is­sues.",16-08-2022
Is­rael ad­mits to Gaza raid that killed chil­dren: Re­port,"Of­fi­cials tell Haaretz Is­rael was be­hind the Au­gust 7 at­tack near Ja­balia refugee camp, con­tra­dict­ing ear­li­er claims.",16-08-2022
Is­rael re­jects Pales­tin­ian hunger strik­er’s ap­peal for re­lease,"An Is­raeli mil­i­tary court re­jects an ap­peal for re­lease of hunger strik­er Khalil Awawdeh, whose health is de­te­ri­o­rat­ing.",15-08-2022
Is­raeli army kills Pales­tin­ian youth in oc­cu­pied East Jerusalem,"Mo­ham­mad Ibrahim Shham, 21, was shot at his home in Kufr Aqab.",15-08-2022
Eight Is­raelis wound­ed in at­tack on Jerusalem bus,Is­raeli po­lice ar­rest sus­pect­ed gun­man af­ter a shoot­ing at­tack on a bus in Jerusalem’s Old City.,14-08-2022
"Gaza death toll ris­es to 49, in­clud­ing 17 chil­dren","Since 2008, Is­rael has waged four wars on Pales­tin­ian ter­ri­to­ry killing near­ly 4,000 peo­ple, many of them chil­dren.",12-08-2022
UN chief says killing of Pales­tin­ian chil­dren ‘un­con­scionable’,"Nine­teen chil­dren were killed in oc­cu­pied Pales­tin­ian ter­ri­to­ry in the last week alone, the UN hu­man rights chief said.",11-08-2022
Why did Is­rael at­tack Gaza yet again?,Es­sen­tial Mid­dle East ex­am­ines the rea­sons be­hind Is­rael’s new as­sault on Gaza.,11-08-2022
‘Stop killing our chil­dren’: Gaza mourns af­ter Is­raeli as­sault,"A third of Pales­tini­ans killed in Is­rael’s lat­est as­sault on Gaza were chil­dren, nine were from Ja­baliya refugee camp.",10-08-2022
Lat­est Is­raeli at­tacks ex­ac­er­bate hard­ships of life in Gaza,"Pales­tini­ans lament the loss of their homes and work­places, be­lieve Is­raeli forces try­ing to dis­place peo­ple in Gaza.",09-08-2022
World con­tin­ues to ig­nore Gaza’s nev­er end­ing state of trau­ma,"Gaza has faced yet an­oth­er dev­as­tat­ing, dead­ly Is­raeli at­tack, but the world con­tin­ues to ig­nore our end­less trau­ma.",09-08-2022
Is­raeli forces kill al-Aqsa Brigades com­man­der in Nablus raid,Ibrahim al-Nabul­si had been on the run for months and evad­ed sev­er­al as­sas­si­na­tion at­tempts by Is­raeli forces.,09-08-2022
UN Se­cu­ri­ty Coun­cil holds emer­gency meet­ing over Gaza fight­ing,Pales­tin­ian am­bas­sador asks when will ‘enough be enough’ as coun­cil mem­bers ex­press con­cern about re­cent vi­o­lence.,09-08-2022
"Af­ter cease­fire, bat­tered Pales­tini­ans re­call Is­raeli ‘mas­sacre’",Many Pales­tini­ans were killed just hours be­fore a truce was agreed on be­tween Is­rael and Is­lam­ic Ji­had.,08-08-2022
Pales­tin­ian Is­lam­ic Ji­had says no cease­fire if mem­bers not freed,"The armed group and Is­rael dis­agree on de­tails of truce to end Gaza bom­bard­ment, rais­ing spec­tre of more vi­o­lence.",08-08-2022
